Order ID,Order Date,Region,State,Product Category,Sub-Category,Sales,Profit,Quantity,Customer Segment
ORD-709845,2024-12-28,North,Punjab,Electronics,Printers,22505.29,2746.61,3,Consumer
ORD-916368,2022-10-28,West,Maharashtra,Electronics,Accessories,16920.18,4101.3,6,Consumer
ORD-651818,2024-11-28,West,Madhya Pradesh,Furniture,Storage,38214.06,5680.67,3,Corporate
ORD-608312,2024-07-26,West,Maharashtra,Furniture,Storage,18929.93,4046.89,2,Home Office
ORD-487272,2024-04-16,North,Punjab,Electronics,Laptops,44820.1,-1536.74,1,Corporate
ORD-542244,2023-03-18,West,Maharashtra,Electronics,Tablets,13251.11,2880.27,1,Consumer
ORD-424745,2024-10-30,West,Madhya Pradesh,Electronics,Printers,37382.75,3397.91,2,Corporate
ORD-803011,2022-06-24,East,Assam,Office Supplies,Envelopes,1901.12,523.42,2,Consumer
ORD-790229,2024-12-25,South,Karnataka,Electronics,Printers,69335.79,4523.34,5,Consumer
ORD-124393,2023-11-28,North,Rajasthan,Electronics,Tablets,42638.69,5981.74,1,Consumer
ORD-291542,2022-11-12,North,Delhi,Electronics,Tablets,33401.7,6382.63,1,Home Office
ORD-370463,2022-09-05,North,Rajasthan,Furniture,Storage,14088.43,2828.76,2,Home Office
ORD-382368,2022-05-05,East,West Bengal,Furniture,Storage,33412.05,8519.32,3,Consumer
ORD-900040,2022-09-15,North,Uttar Pradesh,Office Supplies,Envelopes,1167.91,323.36,1,Consumer
ORD-276358,2024-07-14,West,Goa,Furniture,Tables,37672.74,2738.51,1,Consumer
ORD-468488,2024-11-11,South,Telangana,Furniture,Bookcases,15494.4,2573.02,1,Corporate
ORD-393033,2024-06-03,East,Bihar,Office Supplies,Pens & Stationery,4420.6,1358.19,3,Consumer
ORD-320855,2023-11-04,West,Maharashtra,Furniture,Chairs,113415.95,15691.42,6,Home Office
ORD-837463,2022-01-18,North,Delhi,Furniture,Tables,126178.94,14114.5,4,Corporate
ORD-755608,2023-03-29,North,Punjab,Electronics,Accessories,22088.14,3336.31,6,Consumer
ORD-305611,2024-03-22,North,Rajasthan,Furniture,Sofas,39552.59,-3117.4,1,Corporate
ORD-233620,2023-07-16,East,Assam,Furniture,Sofas,60469.19,1088.74,6,Corporate
ORD-995336,2023-10-24,Central,Uttarakhand,Electronics,Cameras,39563.49,5836.08,2,Consumer
ORD-570665,2023-10-10,South,Tamil Nadu,Office Supplies,Scissors & Cutters,1358.78,347.78,1,Consumer
ORD-178056,2023-05-27,North,Uttar Pradesh,Furniture,Chairs,12502.88,4079.54,1,Home Office
ORD-981336,2023-05-28,North,Punjab,Office Supplies,Scissors & Cutters,2505.87,768.02,2,Home Office
ORD-913432,2022-03-10,West,Maharashtra,Office Supplies,Binders,9628.78,2930.37,6,Consumer
ORD-810477,2024-04-02,West,Gujarat,Office Supplies,Scissors & Cutters,938.18,381.29,3,Consumer
ORD-933790,2022-07-27,Central,Chhattisgarh,Furniture,Bookcases,16536.28,3986.56,3,Corporate
ORD-701056,2023-06-09,North,Rajasthan,Furniture,Tables,6542.48,-513.27,1,Corporate
ORD-783362,2024-01-03,West,Gujarat,Electronics,Tablets,60449.37,16014.7,3,Corporate
ORD-251624,2022-04-28,West,Maharashtra,Furniture,Tables,150000,21001.05,9,Consumer
ORD-598833,2023-11-10,East,Bihar,Furniture,Storage,6898.19,1608.89,2,Corporate
ORD-826894,2023-03-13,West,Goa,Office Supplies,Labels,613.22,159.5,1,Home Office
ORD-480441,2022-01-21,South,Tamil Nadu,Electronics,Accessories,3135.59,866.48,1,Consumer
ORD-307434,2023-08-05,West,Gujarat,Electronics,Cameras,13291.66,1676.63,1,Consumer
ORD-374505,2022-07-27,East,Jharkhand,Furniture,Chairs,15250.44,1373.09,2,Consumer
ORD-652522,2022-05-14,West,Gujarat,Office Supplies,Paper,2960.8,772.42,2,Consumer
ORD-550405,2023-11-03,East,Bihar,Office Supplies,Scissors & Cutters,2148.63,524.42,2,Corporate
ORD-275566,2024-11-07,West,Goa,Furniture,Storage,9844.1,504.28,1,Consumer
ORD-618827,2024-08-28,North,Rajasthan,Furniture,Tables,12105.02,2631.87,1,Home Office
ORD-699125,2022-11-18,North,Rajasthan,Electronics,Phones,28135.37,2930.11,1,Consumer
ORD-637145,2023-11-20,North,Haryana,Electronics,Accessories,4560.97,1262.07,2,Consumer
ORD-186422,2024-11-16,South,Kerala,Office Supplies,Binders,1515.31,679.76,1,Consumer
ORD-807901,2023-11-06,West,Goa,Electronics,Cameras,150000,17769.15,10,Consumer
ORD-962253,2023-12-11,North,Haryana,Office Supplies,Scissors & Cutters,2799.09,304.61,3,Corporate
ORD-256532,2024-03-25,West,Gujarat,Furniture,Sofas,96313.83,577.87,3,Consumer
ORD-986887,2024-05-05,North,Rajasthan,Electronics,Laptops,100027.4,17370.2,3,Consumer
ORD-949767,2023-12-28,North,Himachal Pradesh,Office Supplies,Scissors & Cutters,3965.41,1680.74,4,Home Office
ORD-261156,2023-11-08,West,Madhya Pradesh,Office Supplies,Paper,3023.81,683.92,7,Consumer
ORD-573469,2023-09-16,South,Telangana,Electronics,Printers,16207.73,3070.93,3,Consumer
ORD-405246,2024-12-09,South,Telangana,Electronics,Tablets,120288.81,39832.94,5,Consumer
ORD-662511,2022-05-21,Central,Chhattisgarh,Electronics,Laptops,150000,13649.97,2,Consumer
ORD-851589,2024-07-28,South,Karnataka,Furniture,Storage,13405.2,1924.16,3,Consumer
ORD-696879,2024-10-02,East,West Bengal,Electronics,Accessories,9603.95,1234.68,2,Consumer
ORD-288301,2024-06-03,Central,Chhattisgarh,Furniture,Chairs,47610.24,11863.33,2,Home Office
ORD-387075,2024-10-30,North,Haryana,Electronics,Laptops,111290.4,11072.25,2,Corporate
ORD-997343,2022-01-22,West,Gujarat,Electronics,Printers,23840.71,-2043.2,2,Corporate
ORD-558986,2022-10-15,North,Delhi,Electronics,Phones,44486.58,7224.16,3,Corporate
ORD-111755,2023-07-14,North,Delhi,Office Supplies,Storage Boxes,4429.17,870.23,2,Consumer
ORD-765625,2024-12-06,West,Maharashtra,Electronics,Tablets,57919.23,7613.98,2,Consumer
ORD-350127,2023-02-14,North,Uttar Pradesh,Electronics,Laptops,87318.44,15926.74,3,Consumer
ORD-975964,2022-12-10,South,Telangana,Electronics,Tablets,64637.77,15350.06,2,Consumer
ORD-343697,2023-03-14,North,Uttar Pradesh,Furniture,Bookcases,6978.75,787.44,1,Consumer
ORD-789922,2024-01-26,West,Madhya Pradesh,Electronics,Cameras,69485.61,8127.65,2,Home Office
ORD-696854,2022-12-18,South,Kerala,Office Supplies,Storage Boxes,8386.96,975.37,2,Consumer
ORD-283847,2024-09-14,South,Telangana,Furniture,Sofas,57891.06,-3452.33,3,Corporate
ORD-230082,2023-09-25,North,Delhi,Furniture,Chairs,13971.98,842.06,1,Consumer
ORD-494000,2023-11-05,North,Uttar Pradesh,Furniture,Storage,14705.73,3177.28,3,Consumer
ORD-665509,2022-01-13,North,Delhi,Electronics,Laptops,150000,-17811.26,7,Consumer
ORD-632073,2022-06-10,North,Delhi,Office Supplies,Paper,2659.89,507.13,2,Home Office
ORD-311184,2024-09-12,Central,Uttarakhand,Electronics,Accessories,5547.63,1853.33,2,Corporate
ORD-959416,2024-09-14,North,Uttar Pradesh,Office Supplies,Pens & Stationery,1195.91,401.8,3,Consumer
ORD-575637,2023-08-04,East,West Bengal,Electronics,Printers,14641.73,-806.22,2,Corporate
ORD-615326,2022-05-26,South,Tamil Nadu,Electronics,Cameras,28599.67,7906.43,1,Corporate
ORD-465511,2024-11-09,East,Bihar,Furniture,Storage,67877.48,-8288.52,7,Corporate
ORD-831351,2022-10-30,North,Himachal Pradesh,Electronics,Laptops,150000,42291.2,3,Home Office
ORD-516983,2022-12-06,North,Punjab,Furniture,Sofas,79442.57,11569.76,3,Home Office
ORD-862998,2022-07-02,East,Bihar,Office Supplies,Pens & Stationery,5636.09,1515.94,4,Corporate
ORD-101655,2022-07-18,West,Madhya Pradesh,Furniture,Storage,5746.51,1327.81,1,Corporate
ORD-307639,2024-09-23,Central,Uttarakhand,Furniture,Tables,7064.37,1344.87,1,Consumer
ORD-757286,2022-12-07,South,Tamil Nadu,Electronics,Tablets,19925.63,5720.87,1,Corporate
ORD-109968,2022-05-06,Central,Jammu & Kashmir,Furniture,Chairs,14491.36,3820.31,1,Corporate
ORD-609530,2024-05-29,West,Goa,Office Supplies,Scissors & Cutters,733.45,223.67,1,Consumer
ORD-740479,2023-11-08,South,Andhra Pradesh,Office Supplies,Paper,549.43,198.47,1,Consumer
ORD-573870,2023-01-20,East,Bihar,Electronics,Tablets,150000,14039.78,6,Corporate
ORD-344903,2024-09-19,East,West Bengal,Electronics,Accessories,39212.55,12781.89,9,Consumer
ORD-645316,2024-10-30,North,Uttar Pradesh,Electronics,Printers,150000,491.54,10,Consumer
ORD-666931,2023-05-09,South,Tamil Nadu,Electronics,Printers,18935.05,1848.42,1,Corporate
ORD-798281,2024-12-30,North,Himachal Pradesh,Electronics,Laptops,150000,27518.6,7,Corporate
ORD-871754,2023-04-03,North,Uttar Pradesh,Electronics,Printers,23467.04,-1204.73,3,Consumer
ORD-872714,2022-01-04,East,Odisha,Office Supplies,Labels,1841.08,436.0,2,Corporate
ORD-644998,2023-03-31,South,Andhra Pradesh,Electronics,Tablets,129976.57,7752.55,5,Consumer
ORD-797670,2023-09-25,West,Goa,Office Supplies,Storage Boxes,8458.34,2450.89,3,Consumer
ORD-405654,2024-02-11,West,Gujarat,Office Supplies,Paper,9442.68,2458.48,5,Home Office
ORD-913735,2024-03-13,West,Gujarat,Office Supplies,Envelopes,1244.87,509.05,2,Consumer
ORD-465226,2024-03-12,East,Bihar,Electronics,Laptops,150000,27285.56,4,Consumer
ORD-844056,2023-09-15,South,Karnataka,Furniture,Storage,3448.23,774.46,1,Consumer
ORD-884735,2022-10-30,Central,Jammu & Kashmir,Office Supplies,Binders,3014.49,1356.52,1,Corporate
ORD-255785,2024-04-07,South,Andhra Pradesh,Furniture,Sofas,150000,26373.24,8,Corporate
ORD-790507,2024-02-22,East,Bihar,Electronics,Phones,26101.08,-1607.0,1,Corporate
ORD-387021,2024-06-07,South,Kerala,Electronics,Cameras,29947.43,1816.18,1,Consumer
ORD-683071,2024-12-21,East,Assam,Furniture,Chairs,33245.8,9371.34,4,Consumer
ORD-568957,2023-10-06,South,Karnataka,Furniture,Chairs,65538.04,19728.77,3,Home Office
ORD-630734,2023-09-04,East,Jharkhand,Office Supplies,Storage Boxes,1761.92,555.66,1,Corporate
ORD-566532,2022-10-14,West,Goa,Furniture,Sofas,15676.99,1848.15,1,Consumer
ORD-414267,2023-07-23,East,West Bengal,Furniture,Bookcases,33302.48,3230.57,2,Consumer
ORD-828252,2022-10-21,South,Kerala,Office Supplies,Storage Boxes,10041.46,2747.31,3,Corporate
ORD-636270,2022-12-02,South,Andhra Pradesh,Electronics,Cameras,16512.58,1833.73,1,Consumer
ORD-193296,2023-07-14,West,Goa,Electronics,Accessories,13500.14,2114.45,9,Corporate
ORD-229502,2022-12-26,West,Madhya Pradesh,Electronics,Tablets,150000,5547.07,4,Consumer
ORD-888395,2024-03-08,West,Madhya Pradesh,Furniture,Tables,29033.04,2133.25,1,Corporate
ORD-249600,2023-07-02,West,Goa,Office Supplies,Paper,3033.04,476.18,3,Consumer
ORD-591431,2024-10-25,Central,Jammu & Kashmir,Office Supplies,Scissors & Cutters,1076.62,298.81,1,Corporate
ORD-986304,2022-07-11,South,Kerala,Furniture,Storage,10534.73,3139.46,5,Home Office
ORD-243055,2024-09-09,West,Maharashtra,Furniture,Sofas,43255.9,-2703.4,1,Corporate
ORD-461822,2024-12-17,South,Andhra Pradesh,Office Supplies,Storage Boxes,25785.51,6828.42,7,Consumer
ORD-153379,2022-12-16,South,Karnataka,Office Supplies,Scissors & Cutters,1845.0,668.14,4,Consumer
ORD-323415,2024-03-17,North,Himachal Pradesh,Furniture,Chairs,150000,27116.12,7,Consumer
ORD-412843,2023-12-26,North,Himachal Pradesh,Electronics,Tablets,24775.52,3284.25,1,Corporate
ORD-261177,2024-04-21,North,Delhi,Office Supplies,Pens & Stationery,713.97,227.91,1,Consumer
ORD-950965,2023-07-06,North,Haryana,Electronics,Tablets,48650.74,11461.16,4,Home Office
ORD-843670,2023-02-11,North,Delhi,Electronics,Printers,10948.2,296.97,2,Home Office
ORD-224562,2024-10-11,West,Goa,Office Supplies,Scissors & Cutters,6163.32,811.13,6,Corporate
ORD-507737,2022-09-27,South,Tamil Nadu,Electronics,Tablets,66973.56,11667.07,2,Consumer
ORD-726090,2023-08-16,South,Andhra Pradesh,Electronics,Laptops,148583.66,40720.11,4,Consumer
ORD-376331,2024-05-28,West,Maharashtra,Office Supplies,Envelopes,1166.01,406.9,3,Consumer
ORD-226312,2022-09-28,North,Delhi,Office Supplies,Labels,639.39,131.67,1,Home Office
ORD-498828,2023-04-19,North,Uttar Pradesh,Furniture,Chairs,17846.83,3048.33,2,Consumer
ORD-435377,2022-04-08,South,Kerala,Electronics,Accessories,3229.35,1120.67,1,Consumer
ORD-364516,2024-10-03,North,Uttar Pradesh,Furniture,Sofas,64140.35,11774.18,4,Corporate
ORD-349825,2023-07-20,North,Uttar Pradesh,Electronics,Printers,16846.75,40.57,3,Home Office
ORD-957115,2023-01-26,North,Uttar Pradesh,Electronics,Cameras,48419.59,68.94,3,Corporate
ORD-261137,2022-03-31,North,Himachal Pradesh,Electronics,Cameras,150000,18508.81,9,Corporate
ORD-557311,2024-10-28,South,Kerala,Furniture,Tables,38803.76,8738.17,1,Consumer
ORD-658335,2024-11-17,South,Telangana,Electronics,Accessories,3538.52,937.91,2,Consumer
ORD-328387,2024-11-16,West,Goa,Electronics,Laptops,43211.9,7610.14,1,Corporate
ORD-391248,2022-09-30,West,Gujarat,Office Supplies,Paper,604.76,204.09,2,Consumer
ORD-734555,2024-01-26,Central,Jammu & Kashmir,Electronics,Laptops,129492.66,13283.8,2,Consumer
ORD-393276,2022-12-28,South,Telangana,Electronics,Printers,59776.24,9474.99,3,Corporate
ORD-316173,2024-06-24,North,Rajasthan,Furniture,Storage,4317.23,706.34,1,Home Office
ORD-198242,2024-10-12,South,Karnataka,Electronics,Accessories,9571.3,1615.85,7,Home Office
ORD-957210,2023-01-20,South,Karnataka,Furniture,Storage,7267.79,1183.61,1,Corporate
ORD-496230,2024-02-26,West,Maharashtra,Electronics,Phones,42728.14,1547.15,1,Corporate
ORD-930892,2023-11-25,South,Karnataka,Furniture,Sofas,150000,12707.33,6,Consumer
ORD-670019,2022-09-10,South,Telangana,Electronics,Cameras,115276.12,17510.77,6,Consumer
ORD-335208,2022-02-19,North,Punjab,Furniture,Tables,150000,12181.25,7,Home Office
ORD-335428,2023-08-01,East,West Bengal,Electronics,Phones,150000,4071.11,6,Corporate
ORD-728738,2022-11-04,West,Goa,Electronics,Phones,27937.97,4558.2,1,Corporate
ORD-927175,2022-11-01,South,Karnataka,Electronics,Printers,88182.67,-5533.05,4,Corporate
ORD-251695,2022-07-05,South,Andhra Pradesh,Electronics,Accessories,7240.79,1101.86,2,Consumer
ORD-941105,2023-05-19,East,Assam,Furniture,Sofas,38409.16,-3514.13,2,Corporate
ORD-950701,2023-04-27,South,Tamil Nadu,Electronics,Accessories,37152.55,11055.53,8,Home Office
ORD-958794,2022-10-13,South,Telangana,Office Supplies,Labels,1721.6,570.06,1,Consumer
ORD-829578,2022-10-21,South,Andhra Pradesh,Electronics,Printers,14705.71,-501.87,1,Consumer
ORD-113083,2024-05-02,South,Karnataka,Office Supplies,Storage Boxes,16132.13,3003.78,7,Consumer
ORD-776171,2022-01-28,South,Tamil Nadu,Furniture,Tables,10760.73,2517.43,2,Corporate
ORD-969812,2024-10-24,North,Delhi,Electronics,Phones,90025.19,5417.65,2,Consumer
ORD-749114,2022-04-25,South,Telangana,Furniture,Chairs,66527.97,9957.04,5,Corporate
ORD-272830,2024-05-18,South,Tamil Nadu,Electronics,Tablets,19901.79,5368.14,1,Corporate
ORD-168492,2023-09-26,South,Tamil Nadu,Electronics,Phones,150000,3364.66,9,Consumer
ORD-423595,2024-10-21,West,Goa,Office Supplies,Storage Boxes,6331.12,1297.11,3,Corporate
ORD-626570,2022-11-04,West,Madhya Pradesh,Furniture,Chairs,6773.82,1534.87,1,Corporate
ORD-326122,2022-10-16,South,Telangana,Furniture,Sofas,148880.32,17957.94,3,Consumer
ORD-477819,2024-06-01,West,Madhya Pradesh,Electronics,Cameras,101599.27,-8657.39,3,Consumer
ORD-115667,2022-10-20,North,Uttar Pradesh,Furniture,Storage,23230.48,1622.93,2,Consumer
ORD-480977,2023-12-25,South,Andhra Pradesh,Electronics,Accessories,37755.18,14852.58,9,Consumer
ORD-481128,2023-08-11,West,Gujarat,Furniture,Sofas,150000,9450.14,5,Corporate
ORD-630519,2024-07-10,West,Maharashtra,Furniture,Chairs,33543.88,6855.45,4,Home Office
ORD-404779,2024-02-09,North,Uttar Pradesh,Electronics,Accessories,6210.66,1589.26,3,Consumer
ORD-661109,2024-08-10,South,Tamil Nadu,Office Supplies,Labels,2556.4,692.33,4,Home Office
ORD-609917,2024-09-02,North,Rajasthan,Electronics,Accessories,1460.62,476.92,1,Corporate
ORD-730275,2024-02-18,West,Madhya Pradesh,Office Supplies,Paper,1775.64,632.21,1,Consumer
ORD-766566,2022-12-27,South,Andhra Pradesh,Electronics,Printers,23317.2,2294.78,2,Consumer
ORD-156352,2024-05-27,West,Gujarat,Electronics,Accessories,5819.56,1884.64,2,Consumer
ORD-826559,2023-02-11,East,Assam,Electronics,Printers,150000,-19273.16,9,Consumer
ORD-580938,2022-10-30,North,Himachal Pradesh,Furniture,Sofas,150000,30872.64,4,Corporate
ORD-138258,2022-12-07,South,Karnataka,Office Supplies,Storage Boxes,2847.76,470.85,3,Consumer
ORD-421876,2024-10-25,South,Andhra Pradesh,Furniture,Storage,12405.38,-113.79,2,Consumer
ORD-284354,2024-07-28,South,Telangana,Electronics,Accessories,8605.82,3193.89,2,Corporate
ORD-558745,2022-08-01,South,Andhra Pradesh,Electronics,Printers,75633.73,15446.83,4,Consumer
ORD-403986,2024-05-11,West,Madhya Pradesh,Electronics,Accessories,16622.09,4770.76,8,Consumer
ORD-960270,2024-03-21,North,Delhi,Furniture,Bookcases,46217.92,10176.36,6,Consumer
ORD-353288,2024-04-29,South,Kerala,Office Supplies,Envelopes,3999.73,611.96,5,Consumer
ORD-699982,2024-05-30,Central,Chhattisgarh,Furniture,Storage,50066.58,5402.44,5,Home Office
ORD-282155,2024-11-25,North,Himachal Pradesh,Office Supplies,Envelopes,822.62,201.75,1,Corporate
ORD-372871,2022-11-22,South,Tamil Nadu,Electronics,Phones,90229.93,11420.18,3,Consumer
ORD-500980,2024-01-04,East,Odisha,Electronics,Cameras,138052.2,-8243.01,5,Consumer
ORD-373132,2022-04-16,Central,Jammu & Kashmir,Electronics,Cameras,54975.76,7791.35,5,Consumer
ORD-289401,2022-07-10,West,Gujarat,Electronics,Accessories,9447.41,2474.5,4,Consumer
ORD-756075,2022-06-06,North,Punjab,Furniture,Storage,18990.32,4274.59,5,Corporate
ORD-736123,2022-03-06,North,Punjab,Furniture,Sofas,30601.75,4229.04,3,Consumer
ORD-227500,2022-11-09,North,Delhi,Electronics,Laptops,82496.48,11127.57,1,Consumer
ORD-678286,2023-08-26,West,Madhya Pradesh,Furniture,Storage,31506.52,8040.63,7,Corporate
ORD-852244,2023-10-01,South,Andhra Pradesh,Furniture,Storage,21259.73,2246.04,2,Consumer
ORD-694691,2023-12-24,East,West Bengal,Furniture,Chairs,72752.39,3009.07,8,Home Office
ORD-656267,2023-12-23,South,Kerala,Furniture,Tables,16571.33,-859.37,2,Consumer
ORD-444844,2022-05-16,East,Assam,Electronics,Cameras,24413.42,5230.0,1,Home Office
ORD-178458,2024-06-10,North,Delhi,Electronics,Accessories,9912.34,2267.54,2,Consumer
ORD-442753,2024-02-24,South,Tamil Nadu,Furniture,Sofas,150000,17746.35,9,Consumer
ORD-659380,2024-12-16,East,West Bengal,Furniture,Storage,21133.49,1507.75,4,Corporate
ORD-512433,2022-07-30,South,Tamil Nadu,Electronics,Tablets,150000,33567.04,5,Consumer
ORD-192292,2022-04-18,West,Maharashtra,Electronics,Tablets,21221.21,1248.76,1,Consumer
ORD-278612,2022-10-10,South,Kerala,Office Supplies,Scissors & Cutters,4492.54,892.94,3,Corporate
ORD-800695,2022-09-08,North,Haryana,Furniture,Bookcases,28464.21,4396.92,2,Consumer
ORD-186816,2023-12-24,West,Gujarat,Furniture,Chairs,39009.52,9183.12,9,Corporate
ORD-297045,2024-09-25,South,Telangana,Office Supplies,Envelopes,4802.44,1155.77,5,Consumer
ORD-629018,2024-11-17,North,Uttar Pradesh,Electronics,Laptops,150000,-9914.31,3,Consumer
ORD-215552,2023-05-08,North,Punjab,Electronics,Printers,20558.7,4100.49,2,Consumer
ORD-516209,2024-10-25,North,Haryana,Electronics,Phones,25237.14,5891.78,1,Consumer
ORD-298652,2024-04-04,North,Rajasthan,Furniture,Storage,2498.71,437.92,1,Consumer
ORD-137421,2023-06-30,East,Bihar,Electronics,Cameras,56769.31,8675.6,3,Consumer
ORD-964098,2022-12-17,North,Punjab,Office Supplies,Pens & Stationery,1387.44,439.98,4,Consumer
ORD-821353,2023-05-04,West,Gujarat,Electronics,Accessories,557.31,107.74,1,Consumer
ORD-450281,2022-02-12,North,Uttar Pradesh,Electronics,Phones,131619.11,11154.41,3,Consumer
ORD-214699,2024-12-11,West,Maharashtra,Electronics,Printers,26020.54,2440.3,2,Corporate
ORD-365852,2023-12-24,North,Rajasthan,Office Supplies,Scissors & Cutters,7038.95,1920.94,5,Corporate
ORD-255084,2022-10-18,South,Telangana,Office Supplies,Labels,3221.87,1288.98,2,Home Office
ORD-769760,2024-12-15,Central,Uttarakhand,Office Supplies,Labels,5957.91,1807.71,3,Corporate
ORD-228934,2023-12-12,Central,Uttarakhand,Office Supplies,Paper,1271.84,372.71,2,Corporate
ORD-418395,2024-09-24,West,Maharashtra,Furniture,Tables,25757.51,6299.57,1,Corporate
ORD-100672,2022-04-13,North,Punjab,Office Supplies,Envelopes,2906.66,835.44,3,Consumer
ORD-190181,2023-07-09,West,Madhya Pradesh,Furniture,Chairs,3707.01,946.07,1,Corporate
ORD-505002,2024-05-15,Central,Uttarakhand,Office Supplies,Envelopes,1527.82,321.23,2,Consumer
ORD-706252,2022-10-13,South,Karnataka,Furniture,Tables,17351.16,1811.88,2,Home Office
ORD-558115,2022-07-16,North,Punjab,Furniture,Bookcases,19974.74,1447.37,2,Consumer
ORD-530187,2024-08-02,East,Jharkhand,Electronics,Laptops,133966.05,-9957.29,3,Consumer
ORD-892026,2024-03-15,East,Jharkhand,Office Supplies,Scissors & Cutters,2614.08,-89.7,2,Home Office
ORD-212248,2023-11-14,West,Madhya Pradesh,Furniture,Chairs,17076.95,2977.39,1,Corporate
ORD-689351,2024-10-11,West,Gujarat,Electronics,Tablets,150000,7239.22,4,Corporate
ORD-310449,2022-08-23,South,Tamil Nadu,Furniture,Tables,21580.98,-694.5,1,Consumer
ORD-292984,2022-09-10,East,Odisha,Electronics,Printers,22684.9,653.08,3,Consumer
ORD-404124,2024-10-06,North,Haryana,Furniture,Chairs,42722.58,7543.23,2,Consumer
ORD-708738,2023-09-13,East,Assam,Furniture,Bookcases,84405.6,11418.16,8,Home Office
ORD-475125,2024-10-27,Central,Jammu & Kashmir,Electronics,Phones,14940.19,794.12,1,Consumer
ORD-923091,2024-09-17,North,Himachal Pradesh,Electronics,Printers,116416.79,7779.48,7,Consumer
ORD-708934,2023-12-14,West,Maharashtra,Electronics,Printers,6550.84,1463.11,1,Home Office
ORD-947831,2023-04-30,West,Madhya Pradesh,Office Supplies,Labels,2836.93,697.72,7,Consumer
ORD-886363,2022-05-30,North,Himachal Pradesh,Office Supplies,Paper,2975.67,156.37,2,Corporate
ORD-309436,2023-02-05,North,Punjab,Electronics,Printers,17207.57,5021.96,1,Consumer
ORD-710384,2022-07-17,West,Maharashtra,Electronics,Accessories,13170.63,2826.72,3,Home Office
ORD-863660,2024-12-17,West,Madhya Pradesh,Furniture,Bookcases,36198.75,9484.32,3,Consumer
ORD-548278,2022-06-10,East,West Bengal,Electronics,Laptops,60134.97,16295.74,1,Consumer
ORD-475290,2022-11-20,South,Telangana,Electronics,Cameras,150000,21488.97,7,Corporate
ORD-216260,2022-03-08,North,Punjab,Office Supplies,Binders,1867.72,572.68,1,Corporate
ORD-165356,2022-03-14,South,Andhra Pradesh,Furniture,Sofas,150000,-9097.94,7,Corporate
ORD-209116,2024-06-02,West,Gujarat,Electronics,Phones,36927.43,7988.61,1,Consumer
ORD-816801,2022-04-17,North,Delhi,Furniture,Storage,6311.66,1756.56,2,Consumer
ORD-745559,2023-12-04,South,Karnataka,Electronics,Phones,40407.85,8153.49,1,Home Office
ORD-115622,2022-06-06,North,Punjab,Electronics,Tablets,110795.67,6108.65,3,Home Office
ORD-236017,2022-06-06,East,Jharkhand,Office Supplies,Scissors & Cutters,2796.24,803.82,2,Corporate
ORD-406900,2023-07-02,East,West Bengal,Electronics,Accessories,13193.69,4858.32,4,Consumer
ORD-243792,2024-12-02,West,Gujarat,Electronics,Printers,40876.04,4211.72,5,Consumer
ORD-623142,2022-03-11,East,Bihar,Office Supplies,Binders,2636.44,511.85,1,Consumer
ORD-501172,2023-04-05,South,Andhra Pradesh,Furniture,Bookcases,14681.95,4640.97,1,Corporate
ORD-452550,2023-11-30,East,Jharkhand,Office Supplies,Storage Boxes,14657.98,2294.35,4,Home Office
ORD-401380,2024-12-31,East,Assam,Office Supplies,Pens & Stationery,773.49,-63.4,1,Home Office
ORD-189691,2023-08-29,North,Rajasthan,Electronics,Tablets,101723.81,13794.15,3,Corporate
ORD-737533,2022-01-26,East,Bihar,Office Supplies,Scissors & Cutters,855.27,154.5,1,Consumer
ORD-985339,2023-03-23,East,West Bengal,Electronics,Cameras,101216.76,14884.66,3,Consumer
ORD-924952,2023-07-20,North,Delhi,Furniture,Tables,150000,26651.22,6,Corporate
ORD-561697,2023-10-12,West,Maharashtra,Office Supplies,Pens & Stationery,2240.61,964.53,9,Corporate
ORD-146906,2023-04-26,South,Andhra Pradesh,Electronics,Phones,20054.19,1428.15,1,Consumer
ORD-773067,2022-10-21,East,Bihar,Electronics,Accessories,14971.74,5264.05,6,Consumer
ORD-486192,2022-04-02,South,Telangana,Electronics,Cameras,16453.86,1906.87,1,Corporate
ORD-847467,2022-11-04,Central,Chhattisgarh,Office Supplies,Paper,6555.08,434.86,3,Corporate
ORD-227131,2024-12-16,East,Assam,Furniture,Bookcases,16394.48,2069.63,1,Consumer
ORD-577963,2023-10-07,South,Karnataka,Furniture,Storage,11877.01,2893.98,2,Home Office
ORD-785066,2022-10-10,West,Goa,Electronics,Phones,54559.97,812.98,2,Consumer
ORD-288655,2024-07-18,South,Kerala,Office Supplies,Storage Boxes,22239.93,5253.67,7,Consumer
ORD-552376,2022-05-30,West,Madhya Pradesh,Office Supplies,Pens & Stationery,1106.01,402.13,1,Consumer
ORD-964776,2023-11-21,East,West Bengal,Electronics,Tablets,150000,25125.73,7,Corporate
ORD-834122,2022-10-03,West,Maharashtra,Electronics,Phones,71393.16,8393.57,3,Corporate
ORD-716647,2022-07-18,North,Uttar Pradesh,Furniture,Sofas,131287.85,25481.74,3,Consumer
ORD-434053,2023-10-06,North,Uttar Pradesh,Electronics,Accessories,9356.21,4210.29,2,Corporate
ORD-342928,2023-07-25,South,Telangana,Office Supplies,Binders,1798.09,387.39,3,Home Office
ORD-664045,2023-02-04,West,Maharashtra,Electronics,Tablets,150000,17125.55,7,Consumer
